"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"10690","전남광주통합특별시 광산구 신창동","1***","12m미만","33.00","월세","202503","03","200","28","2008","신창로86번길","202503~202603","신규","-","","","단독다가구"
"10691","전남광주통합특별시 북구 용봉동","1***","12m미만","30.00","월세","202503","03","200","29","2010","반룡로18번길","202503~202603","신규","-","","","단독다가구"
"10692","전남광주통합특별시 광산구 산정동","1***","12m미만","25.00","월세","202503","03","200","32","2013","용아로297번길","202503~202603","신규","-","","","단독다가구"
"10693","전남광주통합특별시 강진군 강진읍 동성리","2**","12m미만","27.00","월세","202503","03","1,500","40","2022","중앙로","202503~202512","신규","-","","","단독다가구"
"10694","전남광주통합특별시 서구 쌍촌동","1***","12m미만","23.10","월세","202503","03","200","38","2011","월드컵4강로164번길","202503~202603","신규","-","","","단독다가구"
"10695","전남광주통합특별시 북구 문흥동","7**","8m미만","38.00","월세","202503","03","300","53","2018","호동로46번길","202503~202603","신규","-","","","단독다가구"
"10696","전남광주통합특별시 광산구 흑석동","7**","12m미만","29.70","월세","202503","03","300","57","2022","하남울로공원3길","202503~202603","신규","-","","","단독다가구"
"10697","전남광주통합특별시 장흥군 장흥읍 건산리","2**","12m미만","245.00","월세","202503","03","500","45","2018","건산남부길","202503~202603","신규","-","","","단독다가구"
"10698","전남광주통합특별시 장흥군 장흥읍 건산리","2**","12m미만","26.00","월세","202503","03","500","48","2024","건산남부길","-","-","-","","","단독다가구"
"10699","전남광주통합특별시 광산구 산정동","1***","12m미만","30.00","월세","202503","03","200","38","2015","목련로2번길","202503~202603","신규","-","","","단독다가구"
"10700","전남광주통합특별시 나주시 남평읍 대교리","1**","12m미만","49.00","월세","202503","03","300","43","2014","남평3로","202504~202604","신규","-","","","단독다가구"
"10701","전남광주통합특별시 북구 본촌동","2***","12m미만","28.70","월세","202503","03","200","30","2011","양산택지소로","202503~202703","신규","-","","","단독다가구"
"10702","전남광주통합특별시 북구 일곡동","9**","12m미만","99.32","월세","202503","03","5,000","70","2018","일곡마을로116번길","202504~202704","신규","-","","","단독다가구"
"10703","전남광주통합특별시 동구 서석동","4**","8m미만","17.59","월세","202503","03","300","47","2020","백서로166번길","202503~202603","신규","-","","","단독다가구"
"10704","전남광주통합특별시 광산구 하남동","5**","12m미만","33.00","월세","202503","03","100","30","2011","하남대로54번안길","202503~202603","신규","-","","","단독다가구"
"10705","전남광주통합특별시 북구 양산동","1***","12m미만","40.00","월세","202503","03","200","37","2010","자라봉로56번길","202503~202603","신규","-","","","단독다가구"
"10706","전남광주통합특별시 광산구 흑석동","7**","12m미만","128.93","전세","202503","03","6,000","0","2021","하남울로48번길","202503~202703","갱신","-","6,000","0","단독다가구"
"10707","전남광주통합특별시 광산구 옥동","4**","8m미만","23.00","월세","202503","03","100","35","2013","평동로766번길","202503~202603","신규","-","","","단독다가구"
"10708","전남광주통합특별시 광산구 수완동","1***","12m미만","32.65","월세","202503","03","300","46","2013","수완로106번길","202503~202603","신규","-","","","단독다가구"
"10709","전남광주통합특별시 남구 방림동","1**","8m미만","38.00","월세","202503","03","300","47","2018","천변좌로520번길","202503~202603","신규","-","","","단독다가구"
"10710","전남광주통합특별시 동구 동명동","1**","8m미만","33.00","월세","202503","03","500","48","2013","필문대로263번길","202503~202603","신규","-","","","단독다가구"
"10711","전남광주통합특별시 광산구 월계동","8**","12m미만","23.14","월세","202503","03","200","29","2005","첨단중앙로47번길","202503~202603","신규","-","","","단독다가구"
"10712","전남광주통합특별시 광산구 월계동","7**","25m미만","27.00","월세","202503","03","200","30","2012","첨단내촌로","202503~202601","신규","-","","","단독다가구"
"10713","전남광주통합특별시 서구 쌍촌동","3**","12m미만","16.00","월세","202503","03","100","30","2012","상무대로955번길","202503~202603","신규","-","","","단독다가구"
"10714","전남광주통합특별시 동구 지산동","5**","8m미만","26.44","월세","202503","03","100","33","2015","필문대로287번길","202503~202603","신규","-","","","단독다가구"
"10715","전남광주통합특별시 서구 쌍촌동","9**","12m미만","24.25","월세","202503","03","300","50","2019","쌍촌로48번길","202503~202603","신규","-","","","단독다가구"
"10716","전남광주통합특별시 서구 쌍촌동","1***","12m미만","29.00","월세","202503","03","200","42","2006","내방로161번길","202503~202603","신규","-","","","단독다가구"
"10717","전남광주통합특별시 광산구 신가동","9**","12m미만","42.00","월세","202503","03","200","40","2010","수등로243번길","202503~202603","신규","-","","","단독다가구"
"10718","전남광주통합특별시 북구 신용동","7**","12m미만","39.00","월세","202503","03","300","35","2015","첨단연신로108번길","202503~202703","신규","-","","","단독다가구"
"10719","전남광주통합특별시 남구 봉선동","1***","12m미만","40.00","월세","202503","03","200","27","1990","봉선로79번길","202503~202603","신규","-","","","단독다가구"
"10720","전남광주통합특별시 남구 봉선동","1***","12m미만","36.00","월세","202503","03","200","37","1990","봉선로79번길","202503~202603","신규","-","","","단독다가구"
"10721","전남광주통합특별시 북구 중흥동","2**","8m미만","128.58","월세","202503","03","500","20","1986","당뫼로","202503~202703","신규","-","","","단독다가구"
"10722","전남광주통합특별시 목포시 옥암동","1***","12m미만","33.76","월세","202503","03","200","33","2011","남악1로52번나길","202503~202603","신규","-","","","단독다가구"
"10723","전남광주통합특별시 북구 용봉동","1***","8m미만","35.00","월세","202503","03","200","54","2019","용주로40번길","202503~202603","신규","-","","","단독다가구"
"10724","전남광주통합특별시 여수시 미평동","3**","12m미만","46.00","월세","202503","03","100","38","","미평10길","202503~202603","신규","-","","","단독다가구"
"10725","전남광주통합특별시 나주시 이창동","7**","12m미만","72.25","월세","202503","03","200","35","2021","이창택지길","202503~202603","신규","-","","","단독다가구"
"10726","전남광주통합특별시 여수시 연등동","2**","12m미만","84.00","전세","202503","03","20,000","0","2020","동령현길","-","-","-","","","단독다가구"
"10727","전남광주통합특별시 순천시 매곡동","4**","12m미만","39.66","월세","202503","03","100","35","2015","북문길","202503~202603","신규","-","","","단독다가구"
"10728","전남광주통합특별시 여수시 화장동","7**","8m미만","45.00","월세","202503","03","200","43","2016","화산2길","202503~202602","신규","-","","","단독다가구"
"10729","전남광주통합특별시 여수시 덕충동","2***","8m미만","39.60","전세","202503","03","5,000","0","2019","박람회길","202503~202703","신규","-","","","단독다가구"
"10730","전남광주통합특별시 여수시 미평동","7**","8m미만","15.00","월세","202503","03","10","45","1997","양지5길","-","-","-","","","단독다가구"
"10731","전남광주통합특별시 여수시 문수동","1**","12m미만","50.00","월세","202503","02","300","50","2014","소미1길","202503~202901","신규","-","","","단독다가구"
"10732","전남광주통합특별시 서구 화정동","9**","12m미만","211.77","전세","202503","02","3,500","0","1993","화정로138번길","202503~202703","신규","-","","","단독다가구"
"10733","전남광주통합특별시 순천시 조례동","1***","12m미만","33.00","월세","202503","02","200","38","2013","비봉2길","202503~202509","신규","-","","","단독다가구"
"10734","전남광주통합특별시 여수시 미평동","3**","12m미만","26.46","월세","202503","02","200","35","2019","미평10길","202502~202602","신규","-","","","단독다가구"
"10735","전남광주통합특별시 여수시 미평동","7**","12m미만","15.00","월세","202503","02","50","36","2009","양지5길","202503~202602","신규","-","","","단독다가구"
"10736","전남광주통합특별시 여수시 화장동","7**","12m미만","29.70","월세","202503","02","200","40","2019","화산1길","202503~202603","신규","-","","","단독다가구"
"10737","전남광주통합특별시 광산구 비아동","6**","25m미만","102.30","월세","202503","02","1,000","60","2017","비아로","202504~202704","신규","-","","","단독다가구"
"10738","전남광주통합특별시 북구 용봉동","1***","12m미만","39.60","월세","202503","02","100","24","1993","반룡로27번길","202503~202603","신규","-","","","단독다가구"
"10739","전남광주통합특별시 북구 북동","*","12m미만","33.00","월세","202503","02","200","30","2018","금재로75번길","202503~202603","신규","-","","","단독다가구"
"10740","전남광주통합특별시 광산구 신가동","9**","12m미만","20.00","월세","202503","02","200","30","2019","목련로397번안길","202503~202603","신규","-","","","단독다가구"
"10741","전남광주통합특별시 동구 학동","6**","12m미만","32.00","월세","202503","02","300","45","2016","의재로33번길","202503~202603","신규","-","","","단독다가구"
"10742","전남광주통합특별시 남구 송하동","4**","8m미만","25.45","월세","202503","02","200","47","2018","입하1길","202503~202603","신규","-","","","단독다가구"
"10743","전남광주통합특별시 남구 임암동","8**","12m미만","23.50","월세","202503","02","300","40","2020","효천안길","202503~202603","신규","-","","","단독다가구"
"10744","전남광주통합특별시 목포시 용당동","1***","8m미만","59.87","월세","202503","02","300","30","2006","송림로40번길","202503~202703","신규","-","","","단독다가구"
"10745","전남광주통합특별시 동구 금남로5가","1**","12m미만","29.77","월세","202503","02","500","66","2021","금남로169번길","202503~202603","신규","-","","","단독다가구"
